"attributes","Id","MetadataComponentId","MetadataComponentName","MetadataComponentNamespace","RefMetadataComponentId","RefMetadataComponentName","RefMetadataComponentNamespace","RefMetadataComponentType"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq1AAD","ForgotPassword",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"01p4x00000StD6HAAV","SiteLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0664x00000AMtpzAAD","SiteRegister",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0664x00000AMtq1AAD","ForgotPassword",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"0994x000000xk7MAAQ","SiteLogin",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq2AAD","SiteLogin",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"0664x00000AMtq2AAD","SiteLogin",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq3AAD","ForgotPasswordConfirm",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"0664x00000AMtq2AAD","SiteLogin",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq4AAD","SiteRegisterConfirm",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq5AAD","MyProfilePage",,"01p4x00000StD6PAAV","MyProfilePageController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq5AAD","MyProfilePage",,"User","User",,"User"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq5AAD","MyProfilePage",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq6AAD","StdExceptionTemplate",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq6AAD","StdExceptionTemplate",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq6AAD","StdExceptionTemplate",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"0994x000000xk7KAAQ","SiteHeader",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"0994x000000xk7LAAQ","SiteFooter",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq7AAD","SiteTemplate",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq8AAD","FileNotFound",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq8AAD","FileNotFound",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtq8AAD","FileNotFound",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqEAAT","BandwidthExceeded",,"0664x00000AMtq6AAD","StdExceptionTemplate",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqEAAT","BandwidthExceeded",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqEAAT","BandwidthExceeded",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqFAAT","Exception",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqFAAT","Exception",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqFAAT","Exception",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqGAAT","InMaintenance",,"0664x00000AMtq6AAD","StdExceptionTemplate",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqGAAT","InMaintenance",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqGAAT","InMaintenance",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"01p4x00000StD6HAAV","SiteLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"0664x00000AMtpzAAD","SiteRegister",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"0664x00000AMtq1AAD","ForgotPassword",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"0994x000000xk7MAAQ","SiteLogin",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqHAAT","Unauthorized",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqIAAT","UnderConstruction",,"0664x00000AMtq6AAD","StdExceptionTemplate",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqIAAT","UnderConstruction",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqIAAT","UnderConstruction",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqMAAT","CommunitiesLogin",,"01p4x00000StD6RAAV","CommunitiesLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqMAAT","CommunitiesLogin",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqNAAT","CommunitiesLanding",,"01p4x00000StD6TAAV","CommunitiesLandingController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqNAAT","CommunitiesLanding",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqOAAT","CommunitiesSelfReg",,"01p4x00000StD6VAAV","CommunitiesSelfRegController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqOAAT","CommunitiesSelfReg",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"01p4x00000StD6XAAV","CommunitiesSelfRegConfirmController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"0664x00000AMtqMAAT","CommunitiesLogin",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqPAAT","CommunitiesSelfRegConfirm",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqQAAT","MicrobatchSelfReg",,"01p4x00000StD6ZAAV","MicrobatchSelfRegController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0664x00000AMtqQAAT","MicrobatchSelfReg",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7JAAQ","SitePoweredBy",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7JAAQ","SitePoweredBy",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7KAAQ","SiteHeader",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7LAAQ","SiteFooter",,"0814x0000033eOtAAI","SiteSamples",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7LAAQ","SiteFooter",,"0994x000000xk7JAAQ","SitePoweredBy",,"ApexComponent"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7LAAQ","SiteFooter",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7MAAQ","SiteLogin",,"01p4x00000StD6HAAV","SiteLoginController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7MAAQ","SiteLogin",,"0664x00000AMtpzAAD","SiteRegister",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7MAAQ","SiteLogin",,"0664x00000AMtq1AAD","ForgotPassword",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0994x000000xk7MAAQ","SiteLogin",,"site","site",,"CustomSite"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0DM4x000000dPLqGAM","mohanc",,"0664x00000AMtqMAAT","CommunitiesLogin",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0DM4x000000dPLqGAM","mohanc",,"0664x00000AMtqNAAT","CommunitiesLanding",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0DM4x000000dPLqGAM","mohanc",,"0664x00000AMtqOAAT","CommunitiesSelfReg",,"ApexPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0lr4x000000wlISAAY","Rule8914d4c0376743f5f378dfffbace8779",,"0IX4x0000004gZOGAY","PersonalInfo_EPIM",,"FieldSet"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0lr4x000000wlITAAY","Rulee682112315be86279a22e6b08e2bf73a",,"0IX4x0000004gZOGAY","PersonalInfo_EPIM",,"FieldSet"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqpCAG","loginForm.2",,"01p4x00000StD6dAAF","LightningLoginFormController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqpCAG","loginForm.2",,"0Ab4x000002OZqnCAG","setExpId",,"AuraDefinitionBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqpCAG","loginForm.2",,"0Ab4x000002OZqoCAG","setStartUrl",,"AuraDefinitionBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqqCAG","selfRegister.2",,"01p4x00000StD6bAAF","LightningSelfRegisterController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqqCAG","selfRegister.2",,"0Ab4x000002OZqnCAG","setExpId",,"AuraDefinitionBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqqCAG","selfRegister.2",,"0Ab4x000002OZqoCAG","setStartUrl",,"AuraDefinitionBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqrCAG","forgotPassword.2",,"01p4x00000StD6cAAF","LightningForgotPasswordController",,"ApexClass"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Ab4x000002OZqrCAG","forgotPassword.2",,"0Ab4x000002OZqnCAG","setExpId",,"AuraDefinitionBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Rb4x000001KvNJCA0","chart",,"0814x0000033cTjAAI","chartJs",,"StaticResource"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0Rb4x000001KwLNCA0","hello",,"1014x00000aiRxGAAU","Greeting",,"CustomLabel"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0M04x000005edyGCAQ","Account_Record_Page",,"flexipage:tab","flexipage:tab",,"FlexiPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0M04x000005edyGCAQ","Account_Record_Page",,"flexipage:tabset","flexipage:tabset",,"FlexiPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0M04x000005edyGCAQ","Account_Record_Page",,"flexipage:recordHomeTemplateDesktop","flexipage:recordHomeTemplateDesktop",,"FlexiPage"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0M04x000005edyGCAQ","Account_Record_Page",,"0Rb4x000001L45sCAC","uIRecordAPIAccount",,"LightningComponentBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0M04x000005edyGCAQ","Account_Record_Page",,"0Rb4x000001KvNJCA0","chart",,"LightningComponentBundle"
"{""type"":""MetadataComponentDependency"",""url"":""/services/data/v56.0/tooling/sobjects/MetadataComponentDependency/000000000000000AAA""}","000000000000000AAA","0M04x000005edyGCAQ","Account_Record_Page",,"0Rb4x000001KwLNCA0","hello",,"LightningComponentBundle"
